Id;Provincia;Estacion;longitud2;latitud2;altitud;anio;ene;feb;mar;abr;may;jun;jul;ago;sep;oct;nov;dic
9080;PORTOVIEJO;Portoviejo;-804.596;-10.376;2600;1967;55,8;64,2;56,9;101,1;94;26,3;16,4;3,9;111,2;153,6;39,4;47,7
9081;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2600;1968;84,6;108,7;184,5;95,6;27,7;37,8;3,3;38,8;161,7;157,4;51,8;24,3
9082;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2600;1969;79;72,1;108,6;303,7;83,9;70,5;1,6;4,8;103,8;140,8;162,8;110,2
9083;PORTOVIEJO;San Pablo;-804.596;-10.376;2600;1970;103,3;187;43,9;82,2;143,3;27,5;5,3;5,6;40,6;72,4;176,8;43,9
9084;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2600;1971;127;140,9;271,3;193,3;71;60,7;1,2;8,9;42,7;171,8;78,1;63,7
9085;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2600;1972;94,1;155,8;217,9;81,4;127,5;99,3;10,9;43,3;11,5;23,8;180,4;77,6
9086;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2600;1973;30,8;62;106,9;201,8;61,7;17,2;16,7;25,8;91,1;92,5;3,3;101
9087;PORTOVIEJO;Picoza;-804.596;-10.376;2600;1974;96,8;124,1;147;180,3;73;20,4;13,4;0;113,2;120,9;127,7;79
9088;PORTOVIEJO;Colon;-804.596;-10.376;2600;1975;55,3;146,6;177,7;78,2;83,1;32,1;118,5;21;36,4;103,9;106,9;54,5
9089;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2600;1976;70,6;24,6;172,7;141,6;78,8;27,2;1,9;0;27,8;63,6;72,9;75,4
9090;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2600;1977;16,7;23,7;183,6;63,9;35,6;24,5;2,7;19;81,4;90;52,1;54
9091;PORTOVIEJO;Portoviejo;-804.596;-10.376;2600;1978;24,5;106,9;119,8;157,9;58,7;3,5;22,1;0;85,9;0;5,3;47,8
9092;PORTOVIEJO;Picoza;-804.596;-10.376;2600;1979;16,7;27,5;137,6;152,8;151,2;37,5;0;45,7;81;43,1;26,3;23,4
9093;PORTOVIEJO;San Pablo;-804.596;-10.376;2600;1980;24,2;145,6;35,9;151,5;26,6;7;;13;59,2;138,7;71,1;59,6
9094;PORTOVIEJO;Colon;-804.596;-10.376;2600;1981;26,8;76;144,8;124,6;101,7;14;5,8;49;30,5;67,5;42,3;59,3
9095;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2600;1982;155,4;46,4;83,4;83,3;121,8;1,6;14,2;3,9;80,5;125,6;124,6;178,6
9096;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2600;1983;79,9;49,9;186;129,2;118,3;18,7;5,5;17,5;;69;116,3;206,5
9097;PORTOVIEJO;Portoviejo;-804.596;-10.376;2600;1984;70,9;240,2;143;147,6;85,4;27,9;5,7;29;148,9;99,9;105,1;14,8
9098;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2600;1985;48,5;7,5;44,8;104,6;107,4;28,7;1,5;19,6;99,9;27,5;21,1;53,3
9099;PORTOVIEJO;Picoza;-804.596;-10.376;2600;1986;60,1;125,7;147,6;158,3;127,1;2,3;0;2,6;59,7;113,7;79,9;40,3
9100;PORTOVIEJO;Portoviejo;-804.596;-10.376;2600;1987;70,1;53,2;84,5;102,6;80,7;13,3;21,8;5,2;114,7;146,8;16,1;18,9
9101;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2600;1988;55,2;81;7,1;229,8;106,8;56;35,1;27,7;60,3;99,6;130,9;60,4
9102;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2600;1989;57,6;46,2;142,5;122,1;100,3;65,1;18,3;7,9;99,8;147,9;35,4;15
9103;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2600;1990;17,8;73,4;53,4;74,9;17;36,1;13,3;20,2;31,1;193,8;28,1;52
9104;PORTOVIEJO;San Pablo;-804.596;-10.376;2600;1991;88,5;20,4;148,3;43,6;119,2;28;20,2;0;57;37,2;135,8;54,8
9105;PORTOVIEJO;Picoza;-804.596;-10.376;2600;1992;47,9;46,3;100,5;48,1;41,8;2,5;1,3;9,8;76,3;83,1;72;13,6
9106;PORTOVIEJO;Picoza;-804.596;-10.376;2600;1993;103,4;93,1;205,8;226,2;86,1;2;4,7;0,6;56,1;117,9;88,4;126,2
9107;PORTOVIEJO;Picoza;-804.596;-10.376;2600;1994;112,5;132,8;215,4;139,4;70;6,4;0;6,3;45,7;51,2;182,5;44,9
9108;PORTOVIEJO;Colon;-804.596;-10.376;2600;1995;10,8;33,8;94,4;87,1;76,6;21,1;31,4;44,1;21,8;97,1;169,1;77,9
9109;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2600;1996;86,6;80,6;111,7;171,6;126;51,3;21,2;33,4;46,8;63,8;24,6;47,1
9110;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2600;1997;122,8;27,1;151,8;55,3;74,6;57,2;0,3;0,3;52,5;135,5;156,6;94,2
9111;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2600;1998;56,1;39;86,6;126,9;118,8;15,4;28,3;20,2;12;107,9;117,1;32,7
9112;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2600;1999;44,3;136,5;115,6;143,1;69,9;17,5;0,2;8,1;;126,3;52,9;135,2
9113;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2600;2000;85,7;144,5;142,7;187,7;156,6;74,5;17,5;4,4;53,3;38,9;52,3;57,6
9114;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2600;2001;62,4;46,8;148,6;29,2;36,6;18,6;11,8;0;53,8;42,3;40,5;24,3
9115;PORTOVIEJO;Colon;-804.596;-10.376;2600;2002;37,5;35,5;123,7;187,9;38,4;24,9;2,5;5,6;33,2;101,8;81,8;123,9
9116;PORTOVIEJO;Picoza;-804.596;-10.376;2600;2003;24,2;77,7;110,2;122,8;53,3;28,8;11,5;0,8;38,2;55,5;;
9117;PORTOVIEJO;San Pablo;-804.596;-10.376;2600;2004;31,7;25,5;38,8;115,2;103,6;1,9;1,6;0;92,3;59,6;103,7;47,4
9118;PORTOVIEJO;Colon;-804.596;-10.376;2600;2005;70,6;107,9;83,7;66,8;16,4;50,9;18,9;39,1;43,1;86,1;67,4;88,6
9119;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2600;2006;44,5;114,9;142,6;291,3;56;46,4;3,4;2,8;1,5;97,5;233,4;154,3
9120;PORTOVIEJO;Picoza;-804.596;-10.376;2600;2007;44,7;42,6;108;193,3;80,2;19,5;11,6;11,8;6,8;106,5;89,3;28,9
9121;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2600;2008;72,5;97,1;207,1;121,7;113,9;38,2;6,1;32,1;39,4;144,4;75,1;94
9122;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2600;2009;141,2;115,2;111,4;68,3;132,4;21,9;1;0;3,3;87,8;8,7;54,4
9123;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2600;2010;10,7;37,4;26,4;112,1;78,8;38,2;74,4;12,7;81,4;24,7;119,7;133,6
9124;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2600;2011;66,1;78,2;108,5;225;43,1;24,8;61,9;34,7;31,5;73,9;47,5;73,4
9125;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2600;2012;78,8;89,9;73,4;133,2;14;4,9;0,7;2;7,9;48,8;82,8;26,2
9126;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2600;2013;31,7;130,1;44,7;100,2;88,9;0;2,9;5,5;29,9;78,7;29,4;58
9127;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2600;2014;125,5;80;111,2;96;120,2;5,2;3,7;0,5;46,3;147,8;56,7;21,6
9128;PORTOVIEJO;San Pablo;-804.596;-10.376;2600;2015;46,3;52,9;102,6;63,2;34,7;;18,2;;1,2;106,9;54,8;5,5
9129;PORTOVIEJO;Colon;-804.596;-10.376;2600;2016;37,3;14,3;64,8;143,8;52,5;22,4;0,5;2,6;39,1;80,3;12,8;61,2
9130;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2600;2017;108,9;90,6;197,8;157,4;88,5;78,7;0;17,5;33,1;123,4;27,6;76,4
9131;PORTOVIEJO;Colon;-804.596;-10.376;2600;2018;41,7;52,4;42,3;68,2;150,1;16,5;11,7;16;26,9;28,5;125;4,7
9132;PORTOVIEJO;Picoza;-804.596;-10.376;2460;1963;;;;54,3;82,5;37,5;15,8;6,4;33;68,3;109,9;53,5
9133;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2460;1964;13;23,8;26;164,2;101,1;80,8;36,6;25,4;62,5;53,5;100,7;83,8
9134;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2460;1965;39,7;41,7;96,2;186,7;83,7;20,4;0;4;54,1;146,1;233,9;80
9135;PORTOVIEJO;San Pablo;-804.596;-10.376;2460;1966;54,8;44;107,6;74,2;38,8;38;25,2;11,5;107,4;166,9;109,2;47,4
9136;PORTOVIEJO;Portoviejo;-804.596;-10.376;2460;1967;49,4;156,9;56,6;75,1;69,7;15,8;8,9;3;23,8;146;33,8;27
9137;PORTOVIEJO;Portoviejo;-804.596;-10.376;2460;1968;77,9;106,1;100,9;90,3;14,5;40,3;0,6;26,2;114,2;198,3;88,7;35,4
9138;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2460;1969;59,8;54;359,5;151,7;40,4;54,1;2,8;3,8;90,8;96,1;154,4;118,4
9139;PORTOVIEJO;Picoza;-804.596;-10.376;2460;1970;115,7;187;36,3;85,2;141,9;21,3;3,6;3,2;37;81,9;180;29,5
9140;PORTOVIEJO;Picoza;-804.596;-10.376;2460;1971;100,5;250,4;212,1;111,2;82,6;77,7;5,7;2,4;57,2;145,8;89;62,2
9141;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2460;1972;68;155,3;168,5;104,6;63,4;88,8;32,9;28,5;29,4;57,3;126,5;79
9142;PORTOVIEJO;Colon;-804.596;-10.376;2460;1973;22,5;54;67,7;177,1;42,5;12,6;12;65;66,7;57,3;5,9;82,2
9143;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2460;1974;70,6;101;106;136,3;54,2;26,9;7,7;3;89,6;105,7;104,8;72,7
9144;PORTOVIEJO;Colon;-804.596;-10.376;2460;1975;21,2;127,2;130,8;69,4;71,7;43,1;98,2;17,8;71,6;85,1;105,8;35,8
9145;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;2460;1976;55;31,5;118,5;101,5;71,1;29;0;0;23,2;100,8;93,1;68,2
9146;PORTOVIEJO;Portoviejo;-804.596;-10.376;2460;1977;14,2;12,4;106,5;64,1;21;24,4;0,9;14,8;87;195,3;23,8;79,3
9147;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2460;1978;29,8;71,8;46,8;149,7;74,5;7,8;10,6;1,1;46,8;32,3;27;40,9
9148;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2460;1979;26,2;32;154,4;137;136,9;32,5;8,2;56,3;104,7;47,8;11,5;35,9
9149;PORTOVIEJO;Picoza;-804.596;-10.376;2460;1980;28,9;174,5;50,5;134,5;14,6;10,2;0;8,3;56,4;93,4;139,5;78,1
9150;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2460;1981;22,2;49,4;110,5;123,6;58,7;14,1;9,4;39,6;11,1;56,7;39,3;75,6
9151;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2460;1982;108,6;45;74,6;118,8;189,6;4,6;19,6;3,5;73,1;151,4;137;182,8
9152;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2460;1983;45,4;57,4;268;133,5;104,1;31,9;0,8;13,5;8,8;104,9;78,6;168
9153;PORTOVIEJO;Andres de Vera;-804.596;-10.376;2460;1984;55,7;146,8;83,1;158,8;69,6;11,5;3,8;22;77;50,7;95,8;17,9
9154;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;2460;1985;21,1;4,1;42,6;61,1;77,9;18,5;8,2;15,8;130,5;19,2;37,3;31,7
9155;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2460;1986;22,9;94,2;135,8;110,4;66,3;8,9;0;0;50,1;66,4;71;52,3
9156;PORTOVIEJO;Portoviejo;-804.596;-10.376;2460;1987;87,7;29,4;57,8;143,9;100;12,7;12,6;17,8;98,9;200;3,1;15,3
9157;PORTOVIEJO;Portoviejo;-804.596;-10.376;2460;1988;52,2;64,6;18,1;203,4;81;41,9;30,9;23,3;61,2;120,7;97,7;43,4
9158;PORTOVIEJO;Picoza;-804.596;-10.376;2460;1989;61,7;32,2;111,7;63,6;98,8;51,3;12,1;29,2;92,5;114,2;48,8;0
9159;PORTOVIEJO;San Pablo;-804.596;-10.376;2460;1990;32,5;53,1;35;65,3;27,7;21;8,4;14,2;25,6;252;17,2;71,9
9160;PORTOVIEJO;Portoviejo;-804.596;-10.376;2460;1991;102,3;18,2;107;38;112,2;15,5;18,2;1,1;5,1;48,8;131,3;52
9161;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2460;1992;26,5;40,7;80,6;29,7;28,5;7,2;8;3,4;44,9;72,1;69,6;13,5
9162;PORTOVIEJO;18 de Octubre;-804.596;-10.376;2460;1993;62,6;126,1;145,9;123;98,6;6,8;11;6,3;49,1;0;0;
9163;PORTOVIEJO;12 de Marzo;-804.596;-10.376;2460;1994;0;0;0;0;34,8;9,3;2,1;0;23,6;46,9;149,7;43,2
9164;PORTOVIEJO;Picoza;-804.596;-10.376;2460;1995;4,4;36,6;142,3;91,6;66,3;42,4;32,9;34,5;16,9;91,3;153,1;45,1
9165;PORTOVIEJO;San Pablo;-804.596;-10.376;2460;1996;188,2;82;113,8;;;;;;;;;
9166;PORTOVIEJO;12 de Marzo;-804.596;-10.376;560;1964;;;;433,2;109,7;95,2;47,8;108,2;82,1;138,7;102,6;81
9167;PORTOVIEJO;Portoviejo;-804.596;-10.376;560;1965;398,4;720,3;889,6;906,9;443,1;315,5;92,2;43,6;111,6;147,5;82,6;97,8
9168;PORTOVIEJO;Colon;-804.596;-10.376;560;1966;668,1;341,5;646,8;318,6;160;153,3;19,1;123,2;22;42,2;;176,7
9169;PORTOVIEJO;12 de Marzo;-804.596;-10.376;560;1967;315,5;549;345,7;92,6;158,5;52,7;30,6;14,7;90;67,4;6,7;186,1
9170;PORTOVIEJO;Picoza;-804.596;-10.376;560;1968;381,8;395,3;166;165,6;147,5;84,6;28,3;22,2;29,9;43,8;36,4;80,7
9171;PORTOVIEJO;San Pablo;-804.596;-10.376;560;1969;301,6;215,1;318,4;375,1;153,4;250,5;40,2;7,2;14,1;9,3;22,3;90,8
9172;PORTOVIEJO;Andres de Vera;-804.596;-10.376;560;1970;237,8;269,3;180,2;996,4;235,6;48,3;58,7;7,3;;53,2;97,4;83,1
9173;PORTOVIEJO;Andres de Vera;-804.596;-10.376;560;1971;155,4;199,7;372,1;479;74,1;84;37;56,9;36,7;54,2;16,3;97,6
9174;PORTOVIEJO;Colon;-804.596;-10.376;560;1972;209,4;343,9;367,3;422;114,9;266,2;183,6;185,6;156;210,1;43,9;
9175;PORTOVIEJO;18 de Octubre;-804.596;-10.376;560;1973;923,1;449,3;358,9;278,9;275,7;;;70,4;61,7;;36,9;
9176;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;560;1974;49,1;541,5;287;188,3;174,8;43,6;;1,4;34,2;45,2;54,4;297,4
9177;PORTOVIEJO;18 de Octubre;-804.596;-10.376;560;1975;381;653;417,7;530,8;154,7;75,8;28,5;129,2;31;37,5;135,4;256,2
9178;PORTOVIEJO;18 de Octubre;-804.596;-10.376;560;1976;325,1;388,9;585;361,7;241,1;164,5;64,3;27;19,6;4,2;82,8;170,8
9179;PORTOVIEJO;Picoza;-804.596;-10.376;560;1977;17,3;;701,1;352,6;167,2;162,2;22,4;14,8;;;;
9180;PORTOVIEJO;18 de Octubre;-804.596;-10.376;560;1978;101,1;150,1;245,6;393,4;365,5;23,1;6,2;24,1;80,9;17,4;23,9;125,2
9181;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;560;1979;482,2;324,9;338,8;159,7;85,9;198,9;13,9;16,8;166,5;35,4;10,3;20,5
9182;PORTOVIEJO;Colon;-804.596;-10.376;560;1980;404,7;427,3;181,4;376,6;;39,4;6,5;;5,7;54,8;91,3;
9183;PORTOVIEJO;Picoza;-804.596;-10.376;560;1981;208,5;413,4;691,9;365,5;;;;21;;19;5,4;119,9
9184;PORTOVIEJO;San Pablo;-804.596;-10.376;560;1982;402,8;350;323,5;236,1;34,4;18,8;12;10,8;28,6;392,6;787,8;883,9
9185;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;560;1983;560,3;486,4;475,2;449,9;716,4;676;585,3;110,3;526,1;377,2;379,4;
9186;PORTOVIEJO;Portoviejo;-804.596;-10.376;560;1984;111,8;385,5;429,8;208,2;121,6;76,5;61;26,3;21,7;27,5;72,6;217,7
9187;PORTOVIEJO;Picoza;-804.596;-10.376;560;1985;145,5;99,7;168,8;;210;55,7;3,2;10,8;25;8,2;39;103,8
9188;PORTOVIEJO;Portoviejo;-804.596;-10.376;560;1986;360,4;161,6;;317,2;61,5;;8,3;7,8;7,6;17,6;65,5;252
9189;PORTOVIEJO;Andres de Vera;-804.596;-10.376;560;1987;371,8;598,8;288,8;;;;22,4;50,7;35,8;153,8;18,2;42,3
9190;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;560;1988;650,7;471,3;179,3;270,5;209,5;68,3;24,6;19,4;23,7;16,8;38,4;56,2
9191;PORTOVIEJO;Andres de Vera;-804.596;-10.376;560;1989;387,1;340,5;138,8;249,5;133,4;103,1;;6,9;18,5;186,3;105,4;114
9192;PORTOVIEJO;18 de Octubre;-804.596;-10.376;560;1990;72,4;93,8;83,6;117,9;66;48,9;16,9;9;1,4;;4,2;147
9193;PORTOVIEJO;Picoza;-804.596;-10.376;560;1991;29,1;514,4;613,7;576;314,6;117,4;70,6;16,4;14;39,4;93,4;102,8
9194;PORTOVIEJO;18 de Octubre;-804.596;-10.376;560;1992;543,2;721,1;721,2;763,4;684,3;163,5;40,4;7,1;12,7;37,5;32,8;45,5
9195;PORTOVIEJO;18 de Octubre;-804.596;-10.376;560;1993;176,5;367,4;410,4;519,9;100,4;99,3;39,6;21,9;13,3;17,5;21,2;115,7
9196;PORTOVIEJO;18 de Octubre;-804.596;-10.376;560;1994;178,3;324,7;313,3;375,2;157,6;25,6;6,5;3,5;22,2;58,3;37,4;160
9197;PORTOVIEJO;San Pablo;-804.596;-10.376;560;1995;303;228,9;190,7;247,2;115,9;85;30,5;20;14,5;59,8;76,7;48
9198;PORTOVIEJO;San Pablo;-804.596;-10.376;560;1996;99,8;179,9;233,9;374,4;67,7;31,7;57,1;32,9;15;44,9;8,8;23,2
9199;PORTOVIEJO;Picoza;-804.596;-10.376;560;1997;449,7;314,5;406,8;438;236,1;322,8;147,8;228,8;505,5;270,2;424,5;518,3
9200;PORTOVIEJO;Picoza;-804.596;-10.376;560;1998;278;432,8;282,7;329,1;300,1;307,9;89,3;47,2;61,2;;34,6;13,8
9201;PORTOVIEJO;Picoza;-804.596;-10.376;560;1999;184,6;252,6;457,6;369,5;308,7;44,3;3,5;6,5;21,6;37,9;31,6;141,2
9202;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;560;2000;61,7;216,6;284,4;339,1;308,7;55,5;7,8;13,6;57,1;9,3;5,5;20,3
9203;PORTOVIEJO;San Pablo;-804.596;-10.376;560;2001;206,4;112,6;195,4;198,5;103;8,4;3;0,5;;10,8;6;73,2
9204;PORTOVIEJO;Portoviejo;-804.596;-10.376;560;2002;166,4;174,4;277,5;495;280,3;68,7;4,5;0,2;117,6;48,3;78,1;277,5
9205;PORTOVIEJO;18 de Octubre;-804.596;-10.376;560;2003;274,7;25,7;225,9;224,9;275,4;34,5;9,6;9,5;3,7;37;11;198,7
9206;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;560;2004;279,4;244,5;300,5;324,6;528,8;30,5;27,2;3,7;101,3;47;82,5;
9207;PORTOVIEJO;San Pablo;-804.596;-10.376;560;2005;149,9;223,9;314,4;387,6;11,1;19,2;3,6;3,8;14,5;18,7;26,5;96
9208;PORTOVIEJO;Picoza;-804.596;-10.376;560;2006;127;327,4;704,5;566,3;84,4;130,6;8,2;375;198,4;52,7;267,2;86,2
9209;PORTOVIEJO;18 de Octubre;-804.596;-10.376;560;2007;486,8;438,6;328,4;753,8;507,2;82,6;55;19,7;70,8;20;45,8;86,3
9210;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;560;2008;750,7;408,9;514,1;440,7;260,7;118,1;92,7;50,8;72,3;51,4;40,4;208,1
9211;PORTOVIEJO;Colon;-804.596;-10.376;560;2009;680,7;597,4;535,6;172,7;110;10,9;34,6;30,6;12,9;24;29,3;417,5
9212;PORTOVIEJO;Portoviejo;-804.596;-10.376;560;2010;380,2;641,9;401,4;514,2;299,1;145,8;158,8;;;42,7;93,8;328,5
9213;PORTOVIEJO;12 de Marzo;-804.596;-10.376;560;2011;542,5;299,7;457;508,6;169,5;92,2;155,2;6,7;60,1;65,1;18,1;87,5
9214;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;560;2012;595,3;896,5;710,4;746,9;394,7;286,6;41,8;16,4;9,3;30,6;42,6;33,3
9215;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;560;2013;427,8;649,1;506,9;601,8;233,9;127,3;31,9;36,6;16,7;56,2;3,4;100,8
9216;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;560;2014;662,8;534,1;493,5;587,7;486;62,9;12,8;25,4;49,1;81,2;20,4;152,7
9217;PORTOVIEJO;12 de Marzo;-804.596;-10.376;560;2015;433,8;561,1;367,3;517,7;458,2;97,7;105,6;6,4;35;199,9;50,9;581
9218;PORTOVIEJO;Picoza;-804.596;-10.376;560;2016;703,9;422;583,9;639,7;440,7;147,6;83,2;21,6;115,1;24,4;138,5;89,2
9219;PORTOVIEJO;18 de Octubre;-804.596;-10.376;560;2017;538,2;415,5;752,1;535;287,5;436;24,6;42,5;19,3;138,8;30,9;183,7
9220;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;560;2018;207,8;724,4;694,5;341,9;304,1;20,9;1,4;;36,1;36;;
9221;PORTOVIEJO;Andres de Vera;-804.596;-10.376;3250;1963;;;;;;;;;49,1;;;
9222;PORTOVIEJO;Portoviejo;-804.596;-10.376;3250;1964;27,3;104;56,5;168,9;17,9;46,6;3,4;16,2;75;106,1;235,8;113,2
9223;PORTOVIEJO;18 de Octubre;-804.596;-10.376;3250;1965;87,4;110,5;;200,8;;;;7;76,8;190,8;291,5;169,1
9224;PORTOVIEJO;Andres de Vera;-804.596;-10.376;3250;1966;40,1;69,1;129;147,6;93,4;46,1;63,7;26,7;27,7;261,5;469,1;359,5
9225;PORTOVIEJO;San Pablo;-804.596;-10.376;3250;1967;140,9;352,4;206,6;110,9;122,5;84,5;66,6;10,2;11,3;211;108,1;76,8
9226;PORTOVIEJO;Portoviejo;-804.596;-10.376;3250;1968;308,3;187,7;304,9;285;25,4;186,8;8,1;12,4;149,3;496,7;328,8;105,6
9227;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;3250;1969;208,7;123;113;701,6;165;157;10;16;260;435;;
9228;PORTOVIEJO;Colon;-804.596;-10.376;3250;1970;339;406;415;564;1402;431;346;465;1206;;;
9229;PORTOVIEJO;Colon;-804.596;-10.376;3250;1971;;;283,2;151;150,9;75,5;0;41,5;29,4;307,7;397,7;182,9
9230;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;3250;1972;296,5;209,9;257,9;210,9;87;31,2;0;30,9;37,4;61,9;207,6;
9231;PORTOVIEJO;Colon;-804.596;-10.376;3250;1973;23,4;79,6;126,7;207,2;77,5;44,8;68,2;46,7;134,3;204,6;121,9;198,2
9232;PORTOVIEJO;Portoviejo;-804.596;-10.376;3250;1974;208,6;328,6;256,1;304,2;82,8;40;22;14,7;239,1;308,3;251,9;182,8
9233;PORTOVIEJO;Francisco Pacheco;-804.596;-10.376;3250;1975;128,2;299,1;221,6;72,6;127,3;139,5;128;40,6;70,8;175,9;143,1;64,1
9234;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;3250;1976;172,3;125,4;118,6;80,1;48,2;17,2;1,6;0;40,7;148,4;161,3;100,9
9235;PORTOVIEJO;San Pablo;-804.596;-10.376;3250;1977;39,8;155,2;117,2;78,4;105,5;37,1;3,2;23;44,1;174,7;26,1;93,8
9236;PORTOVIEJO;San Pablo;-804.596;-10.376;3250;1978;54,2;43,4;124,9;197;37,8;0;22;0;22,8;117,4;106,6;154,1
9237;PORTOVIEJO;18 de Octubre;-804.596;-10.376;3250;1979;11,7;72,4;117,3;83,2;49;28,4;13,6;74,4;84,2;54,6;68,9;62,8
9238;PORTOVIEJO;Portoviejo;-804.596;-10.376;3250;1980;98,8;137,2;17,1;73,6;6,5;4,3;0;14,7;68,8;95,6;91,9;79,4
9239;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;3250;1981;25,4;115,6;158;;;53,9;29,6;;;99,9;67,4;60
9240;PORTOVIEJO;Colon;-804.596;-10.376;3250;1982;84,5;50,3;95,9;47,2;65;;5,5;;54,6;115,7;;145,8
9241;PORTOVIEJO;Portoviejo;-804.596;-10.376;3250;1983;65,7;34;;;;;;;;;;
9242;PORTOVIEJO;Colon;-804.596;-10.376;3250;1985;43,8;4,5;64,3;128,3;80,8;5,7;6,6;24,2;108,6;86,2;77,9;206,3
9243;PORTOVIEJO;Andres de Vera;-804.596;-10.376;3250;1986;228;;228,2;;;;;;;;;
9244;PORTOVIEJO;Andres de Vera;-804.596;-10.376;3250;1999;;;;;55,1;;;;;;;
9245;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;3100;1963;;;;159,2;46,6;53,9;49,3;5,5;42,8;94,4;103,8;110,2
9246;PORTOVIEJO;San Pablo;-804.596;-10.376;3100;1964;52,5;72,3;69,1;192,8;120,9;103,8;60,5;80,5;46,2;122,4;128,4;149,1
9247;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;3100;1965;196,8;85,8;138,2;217,8;126,1;30,6;42,4;19,4;137,1;142,4;247,6;177,7
9248;PORTOVIEJO;Colon;-804.596;-10.376;3100;1966;84,6;125,5;186,8;215;151,4;53,3;48,7;38,7;74,1;91;90,4;140,8
9249;PORTOVIEJO;Portoviejo;-804.596;-10.376;3100;1967;167;231,2;128,4;63,2;105,3;62,2;58,1;21,7;50,7;114,3;67;59,2
9250;PORTOVIEJO;Andres de Vera;-804.596;-10.376;3100;1968;70,3;130,7;108,7;73,6;35,4;74,2;42,6;43,8;89,6;157,7;75,6;58,2
9251;PORTOVIEJO;12 de Marzo;-804.596;-10.376;3100;1969;130,1;195,5;244,4;142,9;78,4;109,7;9;27,3;83,3;152,9;141,5;151,8
9252;PORTOVIEJO;18 de Octubre;-804.596;-10.376;3100;1970;166,6;154,9;175,3;151,1;118,7;29,1;21,7;57,2;134;90,6;113,3;110,4
9253;PORTOVIEJO;12 de Marzo;-804.596;-10.376;3100;1971;244,7;245,2;218;119,7;91,7;107,7;31,7;89,9;112,8;147;97,6;106,8
9254;PORTOVIEJO;Simon Bolivar;-804.596;-10.376;3100;1972;185,3;195,8;240,7;173,3;142,2;95,3;22,5;59,3;84,7;77,4;160,9;113
9255;PORTOVIEJO;12 de Marzo;-804.596;-10.376;3100;1973;96,2;90,5;206,5;187,7;172,4;130,6;74;163,1;117;103,9;;
