Id;NombreEstacion;Estacion;longitud2;latitud2;altitud;anio;precipitaciones Dia;precipitaciones Noche;temperatura Dia;temperatura Noche;H. del Suelo Dia;H. del Suelo Noche;Evapotranspiracion Dia;Evapotranspiracion Noche;Velocidad del Viento Dia;Velocidad del Viento Noche;radiacion Solar
8539;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2600;2007;;;24;22;28;31;16,8;38,2;1,8;146,6;6,1
8540;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2600;2008;164,8;144,8;30;21;23;41;;;;;5,6
8541;PORTOVIEJO;Portoviejo;-804.596;-10.383;2600;2009;110,3;162,9;19;16;20;47;36,3;1,5;18,2;116,5;6
8542;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2600;2010;39;28,5;19;16;25;28;;;;68;6,1
8543;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2600;2011;88,1;242;24;22;12;49;49,4;29,9;43,7;96,9;6,1
8544;PORTOVIEJO;Portoviejo;-804.596;-10.383;2600;2012;142,1;149;35;20;30;38;2,9;4;4,2;86,8;5,7
8545;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2600;2013;67,4;221;22;17;31;25;8,1;37,3;10,2;90,1;6
8546;PORTOVIEJO;Picoza;-804.601;-10.382;2600;2014;75,4;48,9;25;20;31;53;2,4;1,4;23,6;195,3;5,9
8547;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2600;2015;66,5;122,3;28;17;17;51;17,1;0;2;56,9;5,8
8548;PORTOVIEJO;Portoviejo;-804.596;-10.383;2600;2016;90,8;2,2;19;21;26;38;;;;;5,6
8549;PORTOVIEJO;San Pablo;-804.604;-10.385;3180;1965;;;22;17;29;52;;0;53,2;97,7;5,5
8550;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3180;1966;48,1;78,1;28;23;25;33;20,2;31,3;60,2;137,5;6
8551;PORTOVIEJO;Colon;-804.598;-10.38;3180;1967;149,1;232,1;29;22;33;45;20;1,7;41,4;157,5;5,7
8552;PORTOVIEJO;Andres de Vera;-804.596;-10.378;3180;1968;132;188,3;30;18;18;36;65,6;39,3;99,9;158,7;6
8553;PORTOVIEJO;San Pablo;-804.604;-10.385;3180;1969;123,4;105,8;25;16;12;47;4,2;14,6;150,8;143,7;5,5
8554;PORTOVIEJO;Andres de Vera;-804.596;-10.378;3180;1970;134,2;260,7;17;21;28;47;16,3;11,7;76,2;;6,2
8555;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3180;1971;232,6;244;21;17;15;35;20,4;18,3;42,7;;6,1
8556;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3180;1974;;285,6;18;21;19;51;24,7;59,7;327;;6,2
8557;PORTOVIEJO;Portoviejo;-804.596;-10.383;3180;1975;273,1;619,2;29;23;30;43;612,5;65,4;100;271,7;5,9
8558;PORTOVIEJO;Picoza;-804.601;-10.382;3180;1976;183;406,1;23;18;16;54;10,8;15;32,9;68,8;5,6
8559;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3180;1977;111,6;57,2;32;20;13;32;10,6;43,7;115,1;128,5;5,5
8560;PORTOVIEJO;Portoviejo;-804.596;-10.383;3180;1978;77,4;165,8;19;20;21;26;33,6;20,2;138,9;61,8;5,7
8561;PORTOVIEJO;Colon;-804.598;-10.38;3180;1979;69;88,6;25;23;23;35;6,5;114,5;147,9;109,6;5,6
8562;PORTOVIEJO;Colon;-804.598;-10.38;3180;1980;190;301,6;32;18;24;52;2,8;40,9;28,9;123,8;5,9
8563;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3180;1981;99,8;97,3;32;22;19;47;19,5;50,6;25,3;163,4;5,6
8564;PORTOVIEJO;Andres de Vera;-804.596;-10.378;3180;1982;177,6;173,3;22;16;27;32;39,9;8,6;94,2;232,9;6,1
8565;PORTOVIEJO;Portoviejo;-804.596;-10.383;3180;1983;95,2;82,9;21;20;20;31;0,4;28,2;7,1;224,6;5,8
8566;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3180;1984;151,9;225,6;30;22;27;42;30,3;19,2;202,1;154,1;5,5
8567;PORTOVIEJO;Colon;-804.598;-10.38;3180;1985;194,9;65,5;28;20;15;41;13,4;;92,9;87;6,1
8568;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3180;1986;99,1;198;28;16;24;35;2,7;5,4;64,8;236,3;6,2
8569;PORTOVIEJO;San Pablo;-804.604;-10.385;3180;1987;99;43,4;18;23;14;40;34,8;19;82,5;112,7;5,6
8570;PORTOVIEJO;Andres de Vera;-804.596;-10.378;3180;1988;138,6;162;35;17;13;51;68,5;43,9;75,9;165,8;5,8
8571;PORTOVIEJO;Picoza;-804.601;-10.382;3180;1989;169,2;108,7;29;16;16;51;38,8;24,4;104,4;238,1;5,6
8572;PORTOVIEJO;Colon;-804.598;-10.38;3180;1990;105,4;165,5;32;18;29;45;38,4;1,5;63,9;210,4;6,1
8573;PORTOVIEJO;Picoza;-804.601;-10.382;3180;1991;72,4;85,3;27;19;21;25;32,6;42,2;171,7;65,9;5,5
8574;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3180;1992;;;19;19;24;49;6,6;4,1;94,3;65,9;5,9
8575;PORTOVIEJO;San Pablo;-804.604;-10.385;3180;1993;159,6;175,9;29;19;31;50;23,6;6,9;117,1;85,3;5,8
8576;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3180;1994;269,9;;24;23;18;25;;;;;5,6
8577;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3180;1995;57,1;;28;19;29;34;;;;;5,9
8578;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3260;1975;283,2;629,7;31;19;13;49;612,5;65,4;100;281,7;5,5
8579;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3260;1976;183,1;346,1;31;17;29;52;11,1;15;32,9;109,9;5,9
8580;PORTOVIEJO;Colon;-804.598;-10.38;3260;1977;49,2;91,4;25;22;23;55;6;43,1;168,7;148,6;5,9
8581;PORTOVIEJO;Colon;-804.598;-10.38;3260;1978;124,7;174,1;26;23;28;25;33,7;23,2;120,4;57,2;5,7
8582;PORTOVIEJO;Andres de Vera;-804.596;-10.378;3260;1979;78,6;77,1;24;17;18;45;6,7;100,5;146,4;95,3;5,6
8583;PORTOVIEJO;Colon;-804.598;-10.38;3260;1980;201,7;308,4;29;23;31;27;2,7;35,5;31,5;122,2;5,6
8584;PORTOVIEJO;San Pablo;-804.604;-10.385;3260;1981;112,2;91,7;24;23;23;49;19,1;35,6;31,2;149;5,9
8585;PORTOVIEJO;Andres de Vera;-804.596;-10.378;3260;1982;145,4;165,4;30;18;34;40;33,5;7;104,9;195,4;6,1
8586;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3260;1983;90,7;81,3;24;18;26;44;0,7;28;7,9;203,7;5,7
8587;PORTOVIEJO;San Pablo;-804.604;-10.385;3260;1984;124,9;196,9;32;20;22;49;27,8;16;175,9;157,4;5,8
8588;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3260;1985;209;47,5;27;21;12;48;13,6;40,6;89,2;;5,5
8589;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3260;1986;89,7;150,6;22;24;22;55;1,6;6;58,9;185,8;6
8590;PORTOVIEJO;Portoviejo;-804.596;-10.383;3260;1987;76,4;34,3;19;17;24;44;36,6;16,4;76,6;119,8;6
8591;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3260;1988;;;35;17;16;30;;;;;5,9
8592;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3270;1976;;;27;20;34;50;;80,7;87,3;77,7;6
8593;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3270;1977;53;108,4;18;19;32;43;8,7;47,9;162,9;166;5,8
8594;PORTOVIEJO;San Pablo;-804.604;-10.385;3270;1978;118,7;144;19;22;18;29;33,1;22;139,5;47,9;6
8595;PORTOVIEJO;Picoza;-804.601;-10.382;3270;1979;79,1;69,4;26;24;27;29;8;102,7;150,9;101,8;6,2
8596;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3270;1980;202,7;301,9;31;24;30;43;2,6;28,8;39,1;124,1;6
8597;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3270;1981;118,2;95,4;21;17;34;47;23,9;31,6;28,8;110,9;5,8
8598;PORTOVIEJO;Colon;-804.598;-10.38;3270;1982;165,1;161,6;18;16;20;55;32,1;7;94,6;205,2;5,9
8599;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3270;1983;92,5;89,2;18;19;22;38;0,5;32;9,5;240,6;5,9
8600;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3270;1984;131,2;198;31;19;19;50;26,1;13,5;186,8;177,6;6,2
8601;PORTOVIEJO;Picoza;-804.601;-10.382;3270;1985;188,7;56,2;22;21;34;54;14,1;41,5;103,7;83,4;6,1
8602;PORTOVIEJO;Picoza;-804.601;-10.382;3270;1986;98,6;177,1;27;22;24;34;1,5;9,2;60,5;170,9;5,6
8603;PORTOVIEJO;San Pablo;-804.604;-10.385;3270;1987;87,2;53,6;26;20;25;52;36,5;16;77,6;134,7;5,5
8604;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3200;1975;;;24;21;32;48;;;31,2;;5,9
8605;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3200;1976;;;18;19;22;27;;;80,7;80,6;5,6
8606;PORTOVIEJO;Portoviejo;-804.596;-10.383;3200;1977;51;77;21;18;12;48;6,2;46,4;154,3;123,6;5,5
8607;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3200;1978;79,7;154,5;29;18;18;52;33,1;15,5;120,7;67,6;6
8608;PORTOVIEJO;San Pablo;-804.604;-10.385;3200;1979;75,6;77;28;22;20;35;7;100,6;143,9;72,8;5,8
8609;PORTOVIEJO;Picoza;-804.601;-10.382;3200;1980;187,5;298,4;22;17;12;31;3,7;34,8;34,1;135;6,1
8610;PORTOVIEJO;Portoviejo;-804.596;-10.383;3200;1981;100,1;71,3;31;22;21;30;19,2;41,5;30,2;129,9;5,8
8611;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3200;1982;163,8;154,9;27;18;24;37;38,2;9;96,1;221,1;5,8
8612;PORTOVIEJO;Colon;-804.598;-10.38;3200;1983;82,2;81,4;22;19;29;28;0,6;29,8;10,8;208,8;6,1
8613;PORTOVIEJO;Colon;-804.598;-10.38;3200;1984;116,1;187,1;29;18;33;37;26,2;21,7;188,5;167,7;6
8614;PORTOVIEJO;San Pablo;-804.604;-10.385;3200;1985;173,2;48,2;20;23;19;53;10,5;38,3;94,4;89;5,5
8615;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3300;1975;;276,3;24;24;14;27;;;;;6,2
8616;PORTOVIEJO;Andres de Vera;-804.596;-10.378;3300;1976;;;29;17;32;32;;;58,8;72,7;6,1
8617;PORTOVIEJO;San Pablo;-804.604;-10.385;3300;1977;49;96,6;18;21;30;43;3,5;45,1;148,5;144,8;5,7
8618;PORTOVIEJO;San Pablo;-804.604;-10.385;3300;1978;112,2;153,3;27;24;31;29;30,9;16,1;112,5;55,4;6
8619;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3300;1979;74,9;73,1;28;19;13;39;7,8;98,6;144,5;101,4;5,7
8620;PORTOVIEJO;Portoviejo;-804.596;-10.383;3300;1980;194;292,2;20;16;32;47;3,1;37,4;33,6;166,7;5,8
8621;PORTOVIEJO;Colon;-804.598;-10.38;3300;1981;93,2;77,9;27;20;33;53;15;35,8;27,4;107,1;5,8
8622;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3300;1982;172,5;183,7;31;17;32;53;30,2;6;90;186,8;5,8
8623;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3300;1983;78,2;93,2;26;19;14;46;0,9;30,1;6,8;204,6;5,7
8624;PORTOVIEJO;Portoviejo;-804.596;-10.383;3300;1984;134,9;207,8;33;24;18;44;20,3;14,7;147,3;157,8;5,8
8625;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3300;1985;183,6;45,7;23;21;35;31;10,8;39,8;83,4;68,5;6
8626;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3410;1976;;;17;17;32;30;;;62,6;84,1;6,2
8627;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3410;1977;55;109,2;31;17;33;51;9,3;45,3;221;173,1;6
8628;PORTOVIEJO;Portoviejo;-804.596;-10.383;3410;1978;126,3;147,2;27;23;21;40;33,5;19,3;128,4;51,3;5,7
8629;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3410;1979;85;90,5;24;21;24;36;10,5;106,8;141,3;112,7;6
8630;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3410;1980;205,3;278,4;32;23;28;55;3,8;32,8;38,5;140;5,9
8631;PORTOVIEJO;Picoza;-804.601;-10.382;3410;1981;104,5;83,5;27;19;16;35;21,2;38,5;37,2;121,9;5,9
8632;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3410;1982;169,3;146,6;24;23;32;42;37,7;9,1;100,6;193,7;5,7
8633;PORTOVIEJO;Andres de Vera;-804.596;-10.378;3410;1983;89;85;35;18;25;50;0,8;35,9;12,6;227,9;5,9
8634;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3410;1984;145,6;202,9;25;16;34;41;24,7;16,9;155,4;156,9;6,2
8635;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3410;1985;180,6;48,1;21;24;22;39;;41,3;;;6,1
8636;PORTOVIEJO;San Pablo;-804.604;-10.385;3410;1986;85,8;187;18;20;34;37;1,9;9,1;55,1;164,8;5,8
8637;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3410;1987;86,1;51,7;35;22;18;31;35,5;17,2;69,2;111,8;5,6
8638;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3165;1977;;;23;16;28;25;16,8;31;104,8;147,4;5,5
8639;PORTOVIEJO;Portoviejo;-804.596;-10.383;3165;1978;57,6;122,6;20;18;18;46;43;13,8;91,2;18,2;5,7
8640;PORTOVIEJO;Picoza;-804.601;-10.382;3165;1979;78,3;59,8;32;18;16;25;22,3;79,4;132,1;73,4;5,9
8641;PORTOVIEJO;Portoviejo;-804.596;-10.383;3165;1980;103;285,2;30;23;29;31;13,7;28,6;37;165,5;5,6
8642;PORTOVIEJO;San Pablo;-804.604;-10.385;3165;1981;31,9;157,4;25;17;15;27;36,6;117,5;38,5;110,5;5,6
8643;PORTOVIEJO;Portoviejo;-804.596;-10.383;3165;1982;81,5;132,1;29;23;22;31;32;1,2;94,8;272,3;5,7
8644;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3165;1983;160,9;;27;21;16;41;6,5;12,9;19,8;162,2;5,6
8645;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3165;1984;98,2;223,1;18;22;28;35;23,1;42,8;131,6;190,1;5,5
8646;PORTOVIEJO;Andres de Vera;-804.596;-10.378;3165;1985;112,9;27,4;24;20;29;47;16,1;35,2;85,8;38,5;5,9
8647;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3165;1986;75,1;100;22;24;28;55;0;6,5;47,6;194,8;6
8648;PORTOVIEJO;Colon;-804.598;-10.38;3165;1987;72,2;65,5;30;17;22;26;57;10,9;62,5;115,7;5,5
8649;PORTOVIEJO;Portoviejo;-804.596;-10.383;3165;1988;81;88,7;31;24;31;51;39,7;76,6;86,2;55,2;6,2
8650;PORTOVIEJO;Colon;-804.598;-10.38;3165;1989;104,9;103,9;29;24;21;35;;;;;5,8
8651;PORTOVIEJO;Colon;-804.598;-10.38;3165;1991;;;35;22;24;52;49,1;0;137,2;65,5;6,1
8652;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3165;1992;52,6;103,3;25;23;14;54;26,4;20,6;108,9;117,6;5,9
8653;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3165;1993;195,6;260,2;30;19;30;45;9,7;4,1;123,8;118,2;5,9
8654;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3165;1994;231,4;152,9;31;19;22;34;33;0;9,8;154,1;6
8655;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3165;1995;17,6;73,9;30;22;17;44;49,3;90,4;7,9;154;5,7
8656;PORTOVIEJO;Picoza;-804.601;-10.382;3165;1996;235,3;110,1;34;24;16;42;38,8;92,2;72,1;166;6
8657;PORTOVIEJO;Portoviejo;-804.596;-10.383;3165;1997;207,9;42,7;18;19;35;35;0;0;95,5;169,4;5,5
8658;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3165;1998;77,6;202,6;21;18;19;42;43,9;49,5;120,8;150,9;6,1
8659;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3165;1999;149,8;330,4;18;21;13;51;31,7;80,6;;440,2;6,1
8660;PORTOVIEJO;Portoviejo;-804.596;-10.383;3165;2000;125,9;134,1;17;19;31;55;52,6;8,5;107;101,9;5,5
8661;PORTOVIEJO;Portoviejo;-804.596;-10.383;3165;2001;120,5;111,9;19;20;19;35;32,6;0;31,6;25,7;5,9
8662;PORTOVIEJO;Colon;-804.598;-10.38;3165;2002;74;80,2;26;19;34;49;5,5;9;32;236;5,5
8663;PORTOVIEJO;Andres de Vera;-804.596;-10.378;3165;2003;35,5;146;30;23;20;48;18,2;12,2;82,7;139,8;5,6
8664;PORTOVIEJO;San Pablo;-804.604;-10.385;3165;2004;17,5;62;31;17;17;28;4;32;133,8;137,3;5,9
8665;PORTOVIEJO;San Pablo;-804.604;-10.385;3165;2005;33,3;227,5;33;17;24;55;8;18,5;74,8;114,6;5,8
8666;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3165;2006;172,5;166;18;19;16;41;5;7,8;39,7;139,7;6,1
8667;PORTOVIEJO;Picoza;-804.601;-10.382;3165;2007;95,1;86,5;31;16;25;51;21,1;43,7;5,8;218;6,1
8668;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3165;2008;204,2;250,1;23;22;27;44;23;82,8;92,3;236,1;6,1
8669;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3165;2009;213,6;147,9;24;21;12;30;0;0;24,8;102,2;5,9
8670;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3165;2010;14,5;117,8;18;21;28;41;;60,2;104;56,5;5,7
8671;PORTOVIEJO;Portoviejo;-804.596;-10.383;3165;2011;138,8;337,8;26;23;27;31;94,3;90;29,8;221;5,7
8672;PORTOVIEJO;12 de Marzo;-804.597;-10.379;3165;2012;225,7;229;31;23;30;41;0;2,5;15,3;112,7;6,1
8673;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;3165;2013;87;239,9;30;22;25;36;0;11,3;32,2;185,3;5,6
8674;PORTOVIEJO;Picoza;-804.601;-10.382;3165;2014;214,8;69,4;27;23;23;25;0;7,8;45,3;178,4;5,8
8675;PORTOVIEJO;18 de Octubre;-804.599;-10.377;3165;2015;93,4;139,8;24;19;26;29;27;0;11,9;140,6;5,6
8676;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;3165;2016;233,2;30,3;35;16;14;45;42,7;8,3;;;5,6
8677;PORTOVIEJO;12 de Marzo;-804.597;-10.379;1200;1963;;;32;17;33;35;44,4;;25,6;42;6,1
8678;PORTOVIEJO;Andres de Vera;-804.596;-10.378;1200;1964;;;21;17;35;29;35,3;90,6;36,1;119,7;5,5
8679;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;1200;1965;192,2;65,9;25;21;15;41;32,1;20,3;95,9;143,7;5,5
8680;PORTOVIEJO;12 de Marzo;-804.597;-10.379;1200;1966;158,4;194;19;18;18;47;;;;;6
8681;PORTOVIEJO;Portoviejo;-804.596;-10.383;1200;1967;306,2;359,7;20;21;16;31;49,7;51,1;15,3;108,9;5,8
8682;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;1200;1974;61,8;;29;23;25;40;;;;;5,9
8683;PORTOVIEJO;Portoviejo;-804.596;-10.383;1200;1975;;;30;22;30;26;;;;;5,6
8684;PORTOVIEJO;Colon;-804.598;-10.38;1200;1976;298,8;176,5;30;23;14;51;19,9;15,3;10,5;;5,9
8685;PORTOVIEJO;18 de Octubre;-804.599;-10.377;1200;1977;142,8;118,4;31;21;30;39;36,9;27,2;39,1;19,8;5,8
8686;PORTOVIEJO;18 de Octubre;-804.599;-10.377;1200;1978;97,8;178,2;24;19;29;47;23,7;1,7;43,4;7;5,9
8687;PORTOVIEJO;Portoviejo;-804.596;-10.383;1200;1979;311,5;79;24;17;34;46;28,1;41,3;121;34,6;6
8688;PORTOVIEJO;Andres de Vera;-804.596;-10.378;1200;1980;190,4;384,3;28;19;22;31;5,8;20,7;4,2;73;6,1
8689;PORTOVIEJO;San Pablo;-804.604;-10.385;1200;1981;134,3;171,1;31;20;16;32;22,6;24,6;14,1;57,5;5,7
8690;PORTOVIEJO;San Pablo;-804.604;-10.385;1200;1982;102,7;73,4;34;17;32;25;40,3;15,9;358,5;905,1;5,9
8691;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;1200;1983;164,9;101,2;19;18;19;32;63;37,1;62;107,1;6,1
8692;PORTOVIEJO;San Pablo;-804.604;-10.385;1200;1984;93,7;272,3;21;23;33;26;37,6;39,9;89,6;105;5,7
8693;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;1200;1985;299,6;119,3;21;21;19;31;5,4;24,6;54,8;4,5;5,9
8694;PORTOVIEJO;Picoza;-804.601;-10.382;1200;1986;304;;35;20;33;54;;;;;5,6
8695;PORTOVIEJO;Andres de Vera;-804.596;-10.378;1200;1991;;;24;20;12;39;;;19,6;27,2;6
8696;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;1200;1992;186,2;102,9;22;20;29;27;21;0;14,2;5,6;5,6
8697;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;1200;1993;81,3;102,4;23;16;16;40;;;;;5,8
8698;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2440;1964;;;27;17;26;39;38,1;48,2;42,8;141,2;6,1
8699;PORTOVIEJO;San Pablo;-804.604;-10.385;2440;1965;111,7;39,8;20;21;29;30;4,2;5,7;46,8;92,5;5,9
8700;PORTOVIEJO;San Pablo;-804.604;-10.385;2440;1966;46,7;82,6;26;16;16;41;43,6;21;49;94,6;6
8701;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2440;1967;99,6;203,3;27;18;26;50;28,2;4,7;36,2;76,4;5,8
8702;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2440;1968;134,9;211,7;31;16;27;48;27,9;71,2;95;111,8;6
8703;PORTOVIEJO;Colon;-804.598;-10.38;2440;1969;153,5;177,5;32;23;31;43;6,7;13,8;92,2;101,9;6
8704;PORTOVIEJO;Colon;-804.598;-10.38;2440;1970;153,1;290,9;33;18;34;52;40,8;11,1;73,7;77;5,9
8705;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2440;1971;218,9;249,6;29;24;17;38;5,3;36,6;41,8;184,4;5,8
8706;PORTOVIEJO;San Pablo;-804.604;-10.385;2440;1972;225,2;168,1;28;16;21;34;14,5;31,8;26,5;36,1;5,8
8707;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2440;1973;91,9;40,1;23;20;30;51;67,5;65,3;111,3;64,7;5,9
8708;PORTOVIEJO;Colon;-804.598;-10.38;2440;1974;149,9;196,6;19;18;14;38;20,6;28,5;108,5;201,6;6
8709;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2440;1975;70,6;235,9;33;23;16;31;93,7;60,1;68,3;231,8;6
8710;PORTOVIEJO;Portoviejo;-804.596;-10.383;2440;1976;131,6;107,8;35;23;16;35;18;0;20,2;25,5;6,2
8711;PORTOVIEJO;Colon;-804.598;-10.38;2440;1977;85,1;37,3;28;18;29;28;20,2;45,9;80,1;122,6;5,8
8712;PORTOVIEJO;San Pablo;-804.604;-10.385;2440;1978;97,3;57,4;18;23;12;37;39,2;8,8;98,1;33,7;6,1
8713;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2440;1979;195,4;64,6;32;24;24;52;12,9;106;204,5;81,3;5,9
8714;PORTOVIEJO;Picoza;-804.601;-10.382;2440;1980;203,4;324,1;26;21;13;33;7;35,5;8,6;192,9;6,1
8715;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2440;1981;146,9;348,8;30;19;25;27;119,7;86,6;26,8;166,4;5,9
8716;PORTOVIEJO;San Pablo;-804.604;-10.385;2440;1982;317,8;317;32;17;19;50;70,4;6,1;128,1;423,9;6,1
8717;PORTOVIEJO;San Pablo;-804.604;-10.385;2440;1983;345,8;233,6;33;19;28;46;67,1;131,7;79,5;287,7;5,5
8718;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2440;1984;278,8;589,9;23;19;14;46;108,9;88,1;572,9;401,3;5,9
8719;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2440;1985;432,3;102,8;32;24;23;50;69,8;;302,4;292,9;5,6
8720;PORTOVIEJO;Picoza;-804.601;-10.382;2440;1986;370,8;344,8;17;16;30;39;1;60,7;117,1;594,9;5,5
8721;PORTOVIEJO;Colon;-804.598;-10.38;2440;1987;273,5;110,3;29;18;16;41;169,8;87,2;369,3;265,7;5,7
8722;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2440;1988;204,4;532,9;29;21;12;36;187,3;190,9;649,4;211,3;5,8
8723;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2440;1989;840,7;483,8;32;20;15;28;216;6,2;190,8;966,9;5,6
8724;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2440;1990;121,1;315,1;20;18;28;25;62,6;2,2;30,3;544;6,2
8725;PORTOVIEJO;12 de Marzo;-804.597;-10.379;2440;1991;402;186,8;28;17;28;47;334,4;146,3;353,6;75,5;5,7
8726;PORTOVIEJO;Andres de Vera;-804.596;-10.378;2440;1992;102,8;;27;23;13;31;42,4;70,9;181,5;137,1;6
8727;PORTOVIEJO;Colon;-804.598;-10.38;2440;1993;390,7;419,8;34;20;17;46;68,9;16,5;158,5;161,9;5,9
8728;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2440;1994;781,2;432,5;26;18;19;25;55;13,1;43,6;101,6;6,1
8729;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;2440;1995;78,4;212,5;31;23;27;40;215,1;148,5;39,5;181,7;6
8730;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2440;1996;177,7;124;23;24;19;53;24,4;37,3;23,8;78,2;6
8731;PORTOVIEJO;Portoviejo;-804.596;-10.383;2440;1997;309,3;93,3;30;20;15;50;0;0;53,3;126,4;5,7
8732;PORTOVIEJO;Picoza;-804.601;-10.382;2440;1998;25,6;97,9;28;18;24;54;44,7;48,9;69;98,3;5,5
8733;PORTOVIEJO;Colon;-804.598;-10.38;2440;1999;176,7;291,2;34;21;29;50;14,2;18,6;134,9;104,5;5,6
8734;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2440;2000;223,6;238,1;30;17;26;37;17,8;10,7;109,4;51,8;5,6
8735;PORTOVIEJO;Picoza;-804.601;-10.382;2440;2001;135,8;108,5;33;18;34;53;;0;57,2;1,6;5,5
8736;PORTOVIEJO;San Pablo;-804.604;-10.385;2440;2002;58,8;37,5;20;18;24;26;3,6;1,4;;161,1;5,9
8737;PORTOVIEJO;18 de Octubre;-804.599;-10.377;2440;2003;55,7;97,1;19;22;32;32;23,4;10,8;32,9;59,2;5,9
8738;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2440;2004;98,9;45,8;22;16;20;39;7,4;1,3;79,7;136,1;5,8
8739;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;2440;2005;102,1;192,7;26;24;21;31;21,2;21,5;23;68,8;5,6
