Id;Estacion;longitud2;latitud2;altitud;anio;precipitaciones Dia;precipitaciones Noche;temperatura Dia;temperatura Noche;H. del Suelo Dia;H. del Suelo Noche;Evapotranspiracion Dia;Evapotranspiracion Noche;Velocidad del Viento Dia;Velocidad del Viento Noche;radiacion Solar
7742;3;-804.598;-10.38;2980;1984;363.4;51.8;26.0;20;29;25;30.6;13.3;88.8;163.3;6.0
7743;0;-804.597;-10.379;2980;1985;167.3;84.1;21.0;17;12;43;61.9;61.8;65.6;69.9;5.6
7744;7;-804.604;-10.385;2980;1986;95.4;170.7;21.0;21;22;50;33.8;41.9;31.2;119.7;6.1
7745;6;-804.596;-10.383;2980;1987;25.2;84.5;25.0;16;34;25;36.6;193.8;22.0;194.3;6.2
7746;6;-804.596;-10.383;2980;1988;86.0;78.0;19.0;24;33;43;69.2;44.5;75.2;115.4;6.1
7747;3;-804.598;-10.38;2980;1989;37.3;104.4;19.0;20;20;44;731.7;227.9;521.9;952.6;5.8
7748;1;-804.599;-10.377;2980;1992;171.1;792.1;23.0;21;26;54;56.8;15.3;32.1;7.1;5.7
7749;0;-804.597;-10.379;2980;1993;38.2;214.6;32.0;17;16;38;39.4;7.8;89.8;60.7;5.6
7750;5;-804.601;-10.382;2980;1994;38.2;214.6;19.0;18;28;25;54.6;7.8;43.8;94.1;6.0
7751;4;-804.6;-10.376;2980;1995;15.7;46.7;22.0;17;23;31;54.6;7.8;16.3;62.9;6.0
7752;5;-804.601;-10.382;2980;1996;116.5;133.9;34.0;24;26;55;45.0;56.4;40.3;64.1;6.2
7753;2;-804.595;-10.378;2980;1997;156.5;45.8;18.0;21;33;35;46.6;13.9;54.5;17.3;5.7
7754;4;-804.6;-10.376;2980;1998;36.6;71.0;23.0;21;31;38;47.2;96.5;26.0;141.9;5.9
7755;4;-804.6;-10.376;2980;1999;177.3;169.8;25.0;22;25;53;26.2;37.2;89.5;74.0;5.9
7756;4;-804.6;-10.376;2980;2000;191.7;165.7;30.0;20;25;41;33.6;40.8;82.5;33.1;5.7
7757;5;-804.601;-10.382;2980;2001;85.6;67.2;21.0;16;32;36;72.1;16.2;14.8;11.1;5.5
7758;7;-804.604;-10.385;2980;2002;78.7;40.2;22.0;20;27;34;24.6;21.7;25.4;134.7;6.0
7760;8;-804.603;-10.384;2980;2004;19.2;30.5;35.0;24;14;34;42.4;4.3;15.2;59.6;5.9
7761;7;-804.604;-10.385;2980;2005;21.8;127.1;24.0;19;28;31;24.1;14.2;37.9;77.7;6.0
7762;1;-804.599;-10.377;2980;2006;89.4;39.0;21.0;17;22;42;21.4;39.2;39.4;128.3;5.6
7763;1;-804.599;-10.377;2980;2007;50.2;67.2;31.0;24;32;31;38.6;79.0;26.8;161.3;6.2
7764;3;-804.598;-10.38;2980;2008;105.1;176.2;30.0;23;31;31;32.3;47.9;43.9;155.6;5.7
7765;8;-804.603;-10.384;2980;2009;84.0;110.8;20.0;20;17;55;40.9;41.1;15.5;123.6;6.2
7766;0;-804.597;-10.379;2980;2010;19.5;62.1;35.0;23;12;42;96.2;35.6;84.0;120.7;5.8
7767;2;-804.595;-10.378;2980;2011;76.8;191.5;34.0;21;18;51;81.0;74.5;72.8;104.3;5.6
7768;3;-804.598;-10.38;2980;2012;195.0;196.3;30.0;21;16;43;27.3;29.3;16.6;79.0;5.7
7769;2;-804.595;-10.378;2980;2013;51.1;274.3;31.0;18;29;35;82.6;26.2;14.1;47.1;5.7
7770;1;-804.599;-10.377;2980;2014;58.5;33.9;33.0;19;32;32;34.0;50.3;43.5;137.7;5.7
7771;1;-804.599;-10.377;2980;2015;80.7;77.4;27.0;19;19;52;49.1;25.5;34.2;102.6;5.5
7772;5;-804.601;-10.382;2980;2016;49.1;33.3;21.0;21;24;27;33.2;3.4;39.4;73.0;6.1
7773;5;-804.601;-10.382;2980;2017;174.1;33.3;33.0;22;16;36;33.2;3.4;39.4;73.0;6.0
7774;4;-804.6;-10.376;2340;1963;174.1;33.3;19.0;19;25;34;1.7;0.3;2.1;111.4;5.9
7775;7;-804.604;-10.385;2340;1964;8.2;43.3;32.0;16;21;42;6.8;25.2;16.0;50.8;6.2
7776;0;-804.597;-10.379;2340;1965;106.9;14.0;35.0;23;31;55;4.8;1.1;27.6;145.6;5.5
7777;3;-804.598;-10.38;2340;1966;20.4;29.6;30.0;23;35;41;2.9;21.4;14.8;96.5;5.9
7778;7;-804.604;-10.385;2340;1967;43.8;106.1;21.0;24;12;46;7.6;3.2;17.0;101.8;6.0
7779;7;-804.604;-10.385;2340;1968;39.7;111.5;27.0;18;22;39;1.4;6.9;57.6;163.1;6.1
7780;6;-804.596;-10.383;2340;1969;132.5;45.5;35.0;20;17;30;0.3;8.8;79.8;117.9;5.9
7781;1;-804.599;-10.377;2340;1970;69.7;142.6;19.0;24;29;54;12.2;23.1;46.8;99.5;6.0
7782;7;-804.604;-10.385;2340;1971;146.8;136.1;33.0;17;21;30;12.2;3.5;48.2;113.1;5.7
7783;1;-804.599;-10.377;2340;1972;129.5;94.8;24.0;23;20;36;24.7;23.8;6.5;111.1;5.7
7784;1;-804.599;-10.377;2340;1973;12.6;101.2;32.0;20;15;55;26.3;6.1;27.1;74.0;5.6
7785;2;-804.595;-10.378;2340;1974;112.8;182.3;27.0;16;13;35;12.6;0.5;58.3;138.3;5.7
7786;1;-804.599;-10.377;2340;1975;56.5;176.4;35.0;19;17;55;96.6;10.0;26.2;68.9;5.8
7787;3;-804.598;-10.38;2340;1976;45.1;71.2;27.0;17;19;33;1.6;0.1;39.7;103.8;6.2
7788;5;-804.601;-10.382;2340;1977;20.4;22.5;17.0;16;32;32;3.9;10.0;84.6;81.9;6.1
7790;8;-804.603;-10.384;2340;1979;61.1;23.3;26.0;18;29;43;6.8;74.6;40.3;84.8;5.6
7791;4;-804.6;-10.376;2340;1980;88.5;157.8;17.0;19;17;29;0.8;17.2;50.3;151.1;5.6
7792;8;-804.603;-10.384;2340;1981;52.2;47.0;34.0;20;23;30;11.1;26.0;14.9;25.6;6.1
7793;2;-804.595;-10.378;2340;1982;218.8;70.1;20.0;23;25;45;11.4;7.6;14.1;99.6;5.9
7794;6;-804.596;-10.383;2340;1983;14.8;33.0;22.0;23;34;51;0.9;1.9;15.0;128.2;5.6
7795;1;-804.599;-10.377;2340;1984;113.7;86.7;27.0;17;23;34;21.1;18.7;77.5;67.3;5.9
7796;0;-804.597;-10.379;2340;1985;86.2;39.2;23.0;16;24;32;21.1;18.7;77.5;67.3;6.1
7797;1;-804.599;-10.377;2340;1987;52.7;39.2;35.0;17;33;36;21.1;18.7;77.5;67.3;5.5
7798;4;-804.6;-10.376;2340;1991;52.7;39.2;32.0;21;13;45;21.1;18.7;77.5;37.0;6.0
7799;4;-804.6;-10.376;2340;1992;20.8;39.2;27.0;19;22;27;6.1;6.0;77.5;45.0;5.8
7800;4;-804.6;-10.376;2340;1993;20.8;132.6;22.0;20;16;44;6.1;9.6;77.5;78.3;6.1
7802;8;-804.603;-10.384;2340;1964;1.9;41.9;24.0;20;31;43;4.1;20.2;10.1;25.6;5.9
7803;5;-804.601;-10.382;2340;1965;113.7;15.3;33.0;16;20;52;1.2;1.2;41.6;136.8;6.0
7804;1;-804.599;-10.377;2340;1966;17.9;57.0;35.0;16;31;25;4.1;28.7;14.9;79.3;6.2
7805;5;-804.601;-10.382;2340;1967;44.2;115.8;28.0;19;27;32;20.9;11.8;52.7;102.8;5.9
7806;2;-804.595;-10.378;2340;1968;25.8;160.6;22.0;17;24;49;3.8;7.2;66.3;129.3;5.6
7808;3;-804.598;-10.38;2340;1970;60.0;144.3;26.0;20;28;33;11.8;21.3;50.4;96.6;5.8
7809;2;-804.595;-10.378;2340;1971;173.1;128.3;33.0;22;23;41;17.4;3.9;46.1;79.5;5.6
7810;5;-804.601;-10.382;2340;1972;140.4;91.5;18.0;21;16;28;3.3;16.8;10.8;123.1;5.9
7811;7;-804.604;-10.385;2340;1973;10.8;106.7;35.0;17;31;26;20.2;8.9;32.6;75.9;5.7
7813;5;-804.601;-10.382;2340;1975;81.7;169.4;17.0;21;12;39;81.0;11.9;20.2;69.4;5.8
7815;2;-804.595;-10.378;2340;1977;15.1;22.8;30.0;17;12;33;2.7;12.9;54.3;50.2;6.0
7817;2;-804.595;-10.378;2340;1979;50.2;20.7;19.0;21;16;28;5.8;57.4;30.0;77.0;5.8
7818;4;-804.6;-10.376;2340;1980;109.0;130.5;30.0;22;25;44;1.6;17.1;40.5;118.4;5.9
7819;6;-804.596;-10.383;2340;1981;60.1;44.4;17.0;19;25;47;11.4;15.7;17.6;59.9;5.9
7820;1;-804.599;-10.377;2340;1982;211.3;71.2;17.0;24;20;41;12.2;9.4;11.9;57.7;6.2
7822;5;-804.601;-10.382;2340;1984;131.2;105.2;21.0;22;20;47;17.1;21.4;70.8;96.3;5.8
7825;3;-804.598;-10.38;2340;1987;62.1;92.5;26.0;24;21;44;12.0;5.9;54.2;133.9;5.6
7826;0;-804.597;-10.379;2340;1988;63.9;50.4;24.0;22;16;48;30.1;23.2;59.4;60.3;5.6
7827;2;-804.595;-10.378;2340;1989;101.2;73.3;22.0;17;33;44;15.0;8.0;37.4;110.5;5.8
7828;7;-804.604;-10.385;2340;1990;28.5;159.5;25.0;21;29;32;39.1;6.2;7.7;198.8;5.7
7829;8;-804.603;-10.384;2340;1991;42.6;18.7;27.0;20;21;33;9.8;4.5;37.9;41.6;5.6
7830;7;-804.604;-10.385;2340;1992;12.3;72.0;32.0;16;34;51;15.4;5.7;50.6;47.5;6.1
7831;4;-804.6;-10.376;2340;1993;96.5;162.9;26.0;23;18;29;1.7;2.8;33.8;84.5;6.1
7832;0;-804.597;-10.379;2340;1994;107.4;65.9;17.0;20;15;49;11.8;3.7;15.9;0.0;6.2
7833;5;-804.601;-10.382;2340;1995;9.6;65.0;30.0;22;32;49;12.6;10.5;5.2;88.8;5.9
7834;6;-804.596;-10.383;2340;1996;114.4;106.9;34.0;16;14;42;2.2;16.6;22.8;46.3;5.9
7836;8;-804.603;-10.384;2340;1998;43.8;34.1;32.0;20;24;36;11.4;14.6;7.4;53.3;6.0
7837;4;-804.6;-10.376;2340;1999;202.8;109.1;29.0;19;34;29;11.2;4.0;65.8;49.0;6.0
7838;5;-804.601;-10.382;2340;2000;231.7;100.3;30.0;24;20;39;18.7;4.0;34.0;20.5;5.7
7840;0;-804.597;-10.379;2340;2002;49.1;25.8;25.0;24;12;48;3.5;0.6;22.8;104.5;6.1
7843;5;-804.601;-10.382;2340;2005;72.0;131.3;35.0;17;21;31;14.0;5.0;16.8;94.5;5.8
7844;5;-804.601;-10.382;2340;2006;67.1;62.9;33.0;23;21;25;10.8;12.9;5.1;63.6;5.5
7845;3;-804.598;-10.38;2340;2007;28.5;57.0;20.0;16;33;33;12.0;26.1;1.6;105.5;5.7
7846;5;-804.601;-10.382;2340;2008;123.8;157.1;20.0;16;25;41;1.8;14.4;19.9;148.6;6.1
7847;1;-804.599;-10.377;2340;2009;93.6;119.5;25.0;21;19;52;1.0;14.4;1.0;50.1;5.6
7848;2;-804.595;-10.378;2340;2010;3.2;32.4;20.0;24;26;27;62.6;18.3;42.6;36.6;6.0
7849;1;-804.599;-10.377;2340;2011;92.7;142.3;18.0;23;16;49;51.9;24.8;16.6;78.7;6.1
7850;6;-804.596;-10.383;2340;2012;176.3;101.0;28.0;21;15;30;3.7;3.7;0.5;65.9;6.1
7851;2;-804.595;-10.378;2340;2013;53.1;101.6;31.0;24;33;29;10.3;14.1;0.5;64.8;5.8
7852;1;-804.599;-10.377;2340;2014;74.4;44.3;31.0;22;25;40;1.2;4.9;38.3;131.9;5.8
7854;5;-804.601;-10.382;2340;2016;82.3;2.0;33.0;22;26;54;0.7;1.2;23.7;73.2;6.1
7855;2;-804.595;-10.378;2340;2017;166.2;71.9;35.0;17;30;34;0.7;1.2;23.7;73.2;5.6
7856;4;-804.6;-10.376;2340;2018;166.2;71.9;29.0;16;14;31;0.7;1.2;23.7;73.2;5.9
7858;5;-804.601;-10.382;1900;1964;7.7;18.9;29.0;24;14;33;42.1;16.0;11.8;23.3;5.8
7859;6;-804.596;-10.383;1900;1965;60.2;11.9;28.0;21;17;29;5.1;4.8;25.1;133.6;6.1
7860;0;-804.597;-10.379;1900;1966;16.8;34.3;21.0;18;22;39;5.3;1.7;4.4;29.0;6.1
7861;7;-804.604;-10.385;1900;1967;13.0;102.8;31.0;24;22;44;1.6;2.5;13.3;118.2;6.0
7862;2;-804.595;-10.378;1900;1968;12.8;87.4;22.0;20;23;25;1.4;2.4;4.2;17.8;5.9
7865;4;-804.6;-10.376;1900;1971;62.9;110.3;19.0;21;20;55;1.4;0.3;17.4;87.6;6.1
7871;2;-804.595;-10.378;1900;1977;5.3;24.5;21.0;16;33;27;2.5;9.3;43.9;46.1;5.7
7873;4;-804.6;-10.376;1900;1979;21.0;18.8;33.0;20;27;46;28.5;42.1;0.0;51.2;5.6
7875;1;-804.599;-10.377;1900;1981;56.6;22.5;25.0;21;22;54;8.3;31.8;26.7;44.8;5.6
7876;8;-804.603;-10.384;1900;1982;243.4;53.3;24.0;22;23;41;9.0;9.7;6.9;67.3;5.5
7879;3;-804.598;-10.38;1900;1991;125.5;136.0;33.0;18;21;25;21.2;1.9;14.2;144.1;5.7
7881;6;-804.596;-10.383;1880;1964;8.2;11.3;31.0;21;20;54;12.0;24.2;7.5;54.3;5.5
7882;7;-804.604;-10.385;1880;1965;30.6;23.9;18.0;21;14;47;9.2;11.2;40.4;78.6;5.8
7883;5;-804.601;-10.382;1880;1966;8.4;5.6;29.0;23;25;46;13.4;14.4;27.8;53.9;6.1
7884;3;-804.598;-10.38;1880;1967;16.6;38.4;35.0;20;21;28;14.9;6.1;13.0;82.5;5.9
7885;3;-804.598;-10.38;1880;1968;20.8;32.9;25.0;23;24;49;8.8;15.5;112.3;72.9;5.5
7886;1;-804.599;-10.377;1880;1969;67.6;56.6;29.0;17;15;31;5.0;16.2;55.4;96.0;5.6
7887;6;-804.596;-10.383;1880;1970;25.1;64.9;26.0;22;22;44;26.0;21.1;30.0;85.5;6.0
7888;6;-804.596;-10.383;1880;1971;82.0;35.5;33.0;18;35;48;24.8;15.4;38.2;42.0;5.7
7889;4;-804.6;-10.376;1880;1972;27.2;58.2;33.0;17;32;52;6.9;34.5;0.0;69.0;6.2
7890;6;-804.596;-10.383;1880;1973;18.3;49.8;18.0;24;27;50;29.3;10.7;32.0;32.4;6.1
7891;5;-804.601;-10.382;1880;1974;30.4;40.7;29.0;16;19;32;31.3;0.8;59.9;105.5;5.8
7892;5;-804.601;-10.382;1880;1975;9.6;53.9;30.0;20;35;42;95.9;10.7;11.8;93.8;5.6
7893;7;-804.604;-10.385;1880;1976;43.5;32.7;27.0;16;29;54;14.0;4.4;20.4;62.2;5.6
7894;1;-804.599;-10.377;1880;1977;7.1;48.6;35.0;22;29;53;8.1;36.4;67.6;99.2;5.5
7895;7;-804.604;-10.385;1880;1978;23.0;18.3;18.0;16;30;27;3.0;1.7;10.4;6.3;5.9
7896;7;-804.604;-10.385;1880;1979;5.2;52.7;20.0;20;27;27;7.0;44.2;13.4;31.3;5.9
7898;8;-804.603;-10.384;1880;1981;12.1;6.3;22.0;22;15;52;19.8;16.6;17.3;4.5;6.0
7899;8;-804.603;-10.384;1880;1982;60.1;43.2;17.0;23;24;39;17.8;25.8;26.1;67.3;5.7
7901;5;-804.601;-10.382;1880;1984;54.6;59.1;24.0;17;26;48;13.0;11.4;75.4;52.5;5.9
7904;8;-804.603;-10.384;1880;1987;17.1;44.7;35.0;17;27;41;8.0;8.1;36.9;52.5;6.2
7905;0;-804.597;-10.379;1880;1988;26.2;44.7;24.0;18;17;39;45.7;20.4;36.4;52.5;5.7
7906;4;-804.6;-10.376;1880;1989;38.8;9.0;34.0;19;13;44;38.8;6.3;35.0;54.8;5.8
7907;8;-804.603;-10.384;1880;1990;9.1;39.6;22.0;22;29;37;32.8;6.4;11.2;62.8;5.8
7909;8;-804.603;-10.384;1880;1992;8.1;28.4;25.0;20;35;47;16.2;10.2;50.4;15.6;6.1
7910;7;-804.604;-10.385;1880;1993;21.5;60.3;20.0;24;32;51;8.0;0.8;47.4;50.3;6.1
7911;2;-804.595;-10.378;1880;1994;47.2;31.0;25.0;18;26;38;5.6;21.4;12.0;57.6;6.0
7912;4;-804.6;-10.376;1880;1995;0.0;16.8;19.0;20;29;52;21.8;15.5;8.2;32.9;5.7
7913;1;-804.599;-10.377;1880;1996;43.3;61.7;26.0;18;20;49;2.8;25.6;32.6;28.2;5.7
7914;7;-804.604;-10.385;1880;1997;41.8;13.5;31.0;23;27;55;2.9;2.8;17.2;47.0;6.0
7915;2;-804.595;-10.378;1880;1998;35.7;20.4;17.0;24;22;34;15.8;34.1;18.5;84.9;5.7
7916;3;-804.598;-10.38;1880;1999;40.9;88.2;26.0;24;23;50;15.6;7.3;38.6;11.2;5.5
7922;5;-804.601;-10.382;1880;2005;34.2;24.9;33.0;22;20;27;7.3;4.6;11.7;18.5;5.8
7923;0;-804.597;-10.379;1880;2006;24.7;37.8;27.0;23;27;53;6.9;16.3;4.8;18.5;6.0
7924;2;-804.595;-10.378;1880;2007;30.0;11.4;24.0;24;19;32;9.5;48.7;1.4;109.1;5.6
7925;2;-804.595;-10.378;1880;2008;30.0;37.3;31.0;17;27;52;6.8;11.1;21.1;116.6;5.6
7926;7;-804.604;-10.385;1880;2009;31.5;29.0;34.0;18;30;28;4.5;11.1;7.6;30.1;6.1
7927;1;-804.599;-10.377;1880;2010;6.5;16.8;26.0;20;13;38;30.4;16.1;35.5;27.2;5.7
7928;5;-804.601;-10.382;1880;2011;31.7;56.5;19.0;19;14;48;32.6;32.9;20.5;68.2;6.0
7929;0;-804.597;-10.379;1880;2012;77.3;110.3;35.0;23;22;52;1.5;15.8;3.5;54.6;5.8
7930;7;-804.604;-10.385;1880;2013;25.6;96.7;17.0;19;35;51;35.4;20.2;6.8;45.2;6.2
7931;7;-804.604;-10.385;1880;2014;18.1;26.2;24.0;17;17;46;4.0;9.0;9.0;19.5;5.5
7933;6;-804.596;-10.383;1880;2016;19.5;0.0;28.0;22;22;37;6.5;9.0;29.9;43.4;5.9
7934;8;-804.603;-10.384;1880;2017;106.6;19.0;20.0;21;26;47;7.0;46.3;9.0;64.8;5.8
7935;4;-804.6;-10.376;1880;2018;44.5;40.7;28.0;19;31;26;19.5;12.0;28.0;15.0;5.7
7936;6;-804.596;-10.383;2090;1963;44.5;40.7;24.0;22;20;36;16.5;1.7;12.4;46.5;5.7
7937;1;-804.599;-10.377;2090;1964;13.0;22.7;23.0;20;28;46;15.4;38.7;47.3;19.0;6.2
7938;0;-804.597;-10.379;2090;1965;24.9;0.0;17.0;24;25;55;2.7;29.3;32.3;82.4;5.9
7939;4;-804.6;-10.376;2090;1966;15.1;20.0;27.0;22;34;54;26.6;25.8;31.3;59.6;5.7
7940;2;-804.595;-10.378;2090;1967;34.9;29.6;31.0;23;28;26;41.3;17.8;18.1;93.9;6.0
7941;5;-804.601;-10.382;2090;1968;21.8;43.5;24.0;22;15;25;48.3;36.6;70.5;76.1;5.6
7942;4;-804.6;-10.376;2090;1969;36.3;60.1;22.0;18;27;42;13.7;24.9;51.8;107.9;5.8
7943;7;-804.604;-10.385;2090;1970;33.9;89.5;28.0;24;12;28;38.6;29.4;29.7;67.5;6.1
7944;4;-804.6;-10.376;2090;1971;81.9;69.4;33.0;23;12;50;72.7;21.9;35.8;65.7;5.7
7945;2;-804.595;-10.378;2090;1972;84.0;60.4;20.0;18;23;44;37.0;58.9;2.6;31.5;5.6
7946;4;-804.6;-10.376;2090;1973;37.9;64.7;18.0;19;23;46;36.2;21.9;38.9;60.6;5.9
7947;7;-804.604;-10.385;2090;1974;54.6;47.8;27.0;23;33;32;83.6;14.6;48.7;116.1;5.6
7948;6;-804.596;-10.383;2090;1975;6.2;91.5;29.0;20;18;32;85.6;5.4;8.5;63.1;5.8
7949;0;-804.597;-10.379;2090;1976;33.6;24.5;33.0;23;26;26;28.3;13.2;20.0;82.2;5.6
7950;6;-804.596;-10.383;2090;1977;3.7;65.7;18.0;22;20;46;6.5;35.4;43.7;25.0;6.1
7952;1;-804.599;-10.377;2090;1979;48.9;29.0;21.0;19;32;27;21.4;50.6;13.2;31.9;5.6
7953;7;-804.604;-10.385;2090;1980;15.9;60.0;17.0;19;32;36;0.2;29.1;0.0;83.2;5.9
7954;5;-804.601;-10.382;2090;1981;14.0;2.2;21.0;20;23;46;36.8;26.0;17.0;23.4;5.8
7955;1;-804.599;-10.377;2090;1982;62.8;32.7;20.0;21;19;25;52.4;36.6;21.0;83.0;5.8
7956;8;-804.603;-10.384;2090;1983;8.2;53.0;20.0;17;35;43;12.0;10.1;20.8;77.4;5.7
7957;8;-804.603;-10.384;2090;1984;62.7;63.8;24.0;23;23;52;38.6;3.8;87.9;66.0;5.7
7958;0;-804.597;-10.379;2090;1985;41.6;48.9;22.0;19;14;37;54.2;40.9;69.2;21.6;6.0
7959;1;-804.599;-10.377;2090;1986;20.0;48.3;35.0;19;28;43;21.2;3.3;25.1;91.0;6.1
7960;1;-804.599;-10.377;2090;1987;35.0;22.9;17.0;22;23;46;16.2;2.0;27.7;72.8;6.1
7961;4;-804.6;-10.376;2090;1988;50.7;40.4;33.0;19;14;37;69.2;27.3;41.3;63.7;5.9
7962;1;-804.599;-10.377;2090;1989;52.9;27.2;32.0;17;25;45;5.2;7.0;27.4;64.8;5.6
7963;3;-804.598;-10.38;2090;1990;21.4;45.0;34.0;23;26;32;44.3;11.5;13.0;71.4;6.1
7964;4;-804.6;-10.376;2090;1991;32.1;28.6;25.0;18;21;45;30.2;33.4;5.4;39.7;6.1
7965;6;-804.596;-10.383;2090;1992;12.5;36.9;30.0;18;17;51;29.3;14.1;73.5;18.5;6.2
7966;6;-804.596;-10.383;2090;1993;16.0;25.0;31.0;20;13;52;10.4;3.0;44.7;62.3;5.8
7967;0;-804.597;-10.379;2090;1994;76.1;37.0;18.0;22;16;54;38.3;65.5;12.7;66.1;5.7
7968;0;-804.597;-10.379;2090;1995;0.0;44.5;35.0;21;19;45;27.0;13.3;9.5;23.3;5.7
7969;3;-804.598;-10.38;2090;1996;97.2;98.3;31.0;24;18;35;33.1;40.2;37.9;31.7;5.9
7970;4;-804.6;-10.376;2090;1997;58.9;39.2;24.0;21;16;30;26.2;11.4;52.4;40.4;5.7
7971;5;-804.601;-10.382;2090;1998;7.5;24.3;28.0;24;35;27;24.0;35.9;8.9;47.6;5.7
7972;1;-804.599;-10.377;2090;1999;61.6;175.6;35.0;20;27;45;27.5;31.6;8.9;34.1;5.8
7973;1;-804.599;-10.377;2090;2000;68.7;99.5;32.0;24;19;30;19.0;21.2;44.9;23.3;5.8
7974;3;-804.598;-10.38;2090;2001;34.8;8.0;18.0;24;19;36;12.8;16.1;7.8;0.0;5.7
7975;4;-804.6;-10.376;2090;2002;43.4;9.3;21.0;20;25;44;9.3;13.0;20.0;44.6;5.9
7978;2;-804.595;-10.378;2090;2005;22.5;21.0;19.0;18;18;48;5.3;2.0;7.5;42.4;5.7
7979;6;-804.596;-10.383;2090;2006;37.6;34.8;31.0;22;21;47;21.2;18.8;13.9;24.0;5.7
7980;5;-804.601;-10.382;2090;2007;26.3;14.4;24.0;23;20;49;15.2;72.9;15.7;97.1;5.7
7981;2;-804.595;-10.378;2090;2008;48.4;42.1;21.0;21;13;28;6.4;9.8;23.1;97.1;6.1
7982;3;-804.598;-10.38;2090;2009;314.8;49.7;26.0;20;23;45;18.8;14.7;0.0;33.1;6.1
7983;5;-804.601;-10.382;2090;2010;17.2;41.7;27.0;18;23;32;48.0;31.8;72.2;49.5;6.1
7984;7;-804.604;-10.385;2090;2011;39.7;22.5;23.0;20;18;36;66.9;30.7;49.2;66.2;5.6
7985;5;-804.601;-10.382;2090;2012;85.6;87.8;25.0;21;16;46;12.9;31.9;49.2;47.5;5.9
7986;5;-804.601;-10.382;2090;2013;21.8;145.9;19.0;20;24;47;48.3;11.6;15.0;41.7;6.1
7987;7;-804.604;-10.385;2090;2014;66.3;41.6;17.0;16;35;40;13.7;19.8;42.8;54.2;5.6
7988;3;-804.598;-10.38;2090;2015;28.5;15.9;30.0;16;21;38;45.4;5.0;21.2;63.6;6.0
7989;8;-804.603;-10.384;2090;2016;30.8;7.3;24.0;19;23;28;45.4;5.0;21.2;63.6;6.1
7990;4;-804.6;-10.376;2090;2017;30.8;7.3;27.0;24;17;31;45.4;5.0;21.2;63.6;5.6
7991;3;-804.598;-10.38;2910;1963;30.8;7.3;30.0;16;19;42;9.2;0.8;7.3;71.6;5.9
7992;3;-804.598;-10.38;2910;1964;4.8;35.7;34.0;18;21;36;9.0;42.6;34.6;73.7;5.6
7993;1;-804.599;-10.377;2910;1965;63.2;13.3;19.0;24;34;28;19.7;11.4;38.4;148.2;5.8
7994;8;-804.603;-10.384;2910;1966;19.3;57.8;20.0;18;29;42;19.2;27.1;72.2;85.8;5.5
7995;3;-804.598;-10.38;2910;1967;90.5;98.1;19.0;20;15;36;56.0;24.3;29.2;145.9;5.5
7996;6;-804.596;-10.383;2910;1968;108.5;122.1;28.0;23;16;25;35.0;19.6;100.0;138.8;6.0
7997;3;-804.598;-10.38;2910;1969;66.1;60.4;32.0;21;19;37;4.8;10.7;95.2;138.8;5.5
7998;8;-804.603;-10.384;2910;1970;68.9;167.1;24.0;22;34;36;20.5;19.9;26.4;68.0;5.6
7999;6;-804.596;-10.383;2910;1971;124.6;140.7;22.0;21;18;35;41.8;10.2;44.5;121.3;6.0
8000;3;-804.598;-10.38;2910;1972;160.5;154.6;26.0;23;21;40;69.2;72.0;16.6;107.0;5.8
8001;6;-804.596;-10.383;2910;1973;26.9;77.1;18.0;22;13;40;68.9;35.3;106.6;104.1;5.5
8002;4;-804.6;-10.376;2910;1974;110.8;346.2;35.0;20;33;38;77.1;22.8;104.3;162.9;5.7
8003;5;-804.601;-10.382;2910;1975;95.7;252.4;19.0;17;33;53;277.0;24.2;27.3;218.0;5.9
8004;1;-804.599;-10.377;2910;1976;52.9;84.6;26.0;20;24;36;108.2;46.5;64.7;177.9;5.7
8005;2;-804.595;-10.378;2910;1977;23.6;117.6;22.0;21;17;50;49.7;56.0;109.6;136.9;6.0
8006;0;-804.597;-10.379;2910;1978;48.4;66.0;24.0;21;15;28;28.3;8.4;26.0;29.1;5.5
8007;4;-804.6;-10.376;2910;1979;9.0;62.9;18.0;24;27;27;16.8;110.3;40.6;76.0;5.6
8008;4;-804.6;-10.376;2910;1980;173.1;276.2;33.0;16;30;52;21.8;17.6;53.2;157.5;5.6
8009;3;-804.598;-10.38;2910;1981;93.0;72.2;35.0;22;30;41;49.0;40.7;20.7;98.1;6.1
8010;4;-804.6;-10.376;2910;1982;195.0;83.9;17.0;16;21;27;58.8;26.1;28.7;133.2;6.0
8011;8;-804.603;-10.384;2910;1983;139.9;234.4;21.0;20;24;52;6.0;1.1;38.5;114.1;6.0
8012;4;-804.6;-10.376;2910;1984;338.3;159.6;25.0;22;18;50;6.0;30.5;221.5;221.6;5.8
8013;5;-804.601;-10.382;2910;1985;157.2;50.2;28.0;22;22;29;44.6;39.4;118.0;75.3;6.1
8015;5;-804.601;-10.382;2910;1987;49.6;87.1;28.0;18;24;51;43.6;7.9;78.4;421.1;5.8
8016;3;-804.598;-10.38;2910;1988;127.9;56.6;33.0;24;35;36;49.7;43.9;38.1;257.6;6.0
8017;2;-804.595;-10.378;2910;1989;108.8;78.9;29.0;20;13;53;43.9;7.9;23.2;120.3;5.8
8019;5;-804.601;-10.382;2910;1991;62.6;88.4;32.0;24;14;45;56.9;73.4;54.4;1.7;5.8
